4	465208	4.544600
5	722718	5.885086
6	994329	7.414058
7	1293469	9.169507
8	1624398	11.393767
9	2004824	13.904236
10	2420926	16.981447
11	2772488	20.621420
12	3100602	24.784592
13	3255922	29.581273
14	3247066	34.958292
15	2945998	40.846859
16	2488322	47.722028
17	1936766	54.391317
18	1380719	62.113410
19	915091	69.854275
20	538894	77.183329
